id,timestamp,temperature,humidity,soil_moisture,rainfall,light,acoustic,motion,hour,temperature_z,humidity_z,soil_moisture_z,rainfall_z,light_z,acoustic_z
1,2026-07-22 14:22:14.106394,19.72,49.23,58.02,12.1,490.47,66.77,0,14,-1.4201870362621087,-0.8727361154857395,0.9151611719299254,1.1604727976011917,-0.7321011476558684,0.5652940204587157
2,2026-07-22 14:22:15.108765,31.81,70.39,51.88,1.21,490.06,61.11,0,14,1.0628120718442435,0.48327034030015537,0.4868012372475414,-1.382505486199929,-0.7335429554924994,0.20605992688463365
3,2026-07-22 14:22:16.110421,23.79,81.88,56.0,0.95,1032.83,41.63,0,14,-0.5843056160807313,1.2195895358096034,0.7742349393471213,-1.443219384619423,1.1751644578933167,-1.0303146566530204
4,2026-07-22 14:22:17.111887,25.17,67.59,33.92,12.51,760.09,33.13,0,14,-0.3008863630462587,0.30383659378784433,-0.766186454429269,1.2562139451088556,0.21604575213056756,-1.5698004862254054
5,2026-07-22 14:22:18.113493,34.47,60.6,42.62,2.08,1180.57,38.75,0,14,1.6091129508817041,-0.1441069376839612,-0.15922693785976766,-1.1793474414885448,1.6947076037076036,-1.2131051494963698
6,2026-07-22 14:22:19.115025,28.42,73.51,63.92,8.32,444.95,83.99,0,14,0.3665865154769543,0.6832108006995882,1.326777395810392,0.27778612057931523,-0.8921769835667006,1.6582288422512417
7,2026-07-22 14:22:20.116296,22.85,75.65,67.53,14.29,1182.85,84.26,0,14,-0.7773593101766755,0.8203494498197117,1.5786307124558978,1.6718706342884693,1.7027254619210634,1.6753654509553062
8,2026-07-22 14:22:21.117984,20.75,67.27,37.46,6.27,1035.09,79.01,0,14,-1.2086494778378287,0.2833298799007226,-0.5192167201009891,-0.2009196169590043,1.1831119840171849,1.3421536150429507
9,2026-07-22 14:22:22.119903,28.91,53.85,62.72,11.59,471.35,81.69,1,14,0.467220887931223,-0.5766704337404257,1.2430588418008053,1.0413801507014149,-0.7993386253055852,1.512250323661067
10,2026-07-22 14:22:23.122055,28.97,72.4,22.18,13.68,1133.85,48.78,1,14,0.47954346415011284,0.6120781369036362,-1.5852329744897231,1.5294264879965793,1.5304118424212663,-0.5765118706009554
